PR094  Photo-prod          07/09 Arndt  06/19/14
! 2825.000  21  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 513   8.28158175E-01  0.32644         0.02625       
 514   7.96846379E-01  0.23417         0.01883       
 515   7.6559551E-01   0.14269         0.01147       
 516   7.34322513E-01  0.14162         0.01139       
 517   7.03146548E-01  0.14291         0.01149       
 518   6.71849879E-01  0.15121         0.01216       
 519   6.40645912E-01  0.13517         0.01087       
 520   6.09315151E-01  0.13418         0.01079       
 521   5.78142481E-01  0.15118         0.01216       
 522   5.46832807E-01  0.18124         0.01457       
 523   5.15636372E-01  0.19072         0.01534       
 524   4.84351611E-01  0.18794         0.01511       
 525   4.53057199E-01  0.20166         0.01622       
 526   4.21827206E-01  0.17123         0.01377       
 527   3.90570472E-01  0.13292         0.01069       
 528   3.59345405E-01  0.12503         0.01005       
 529   3.28207277E-01  0.10606         0.00853       
 530   2.96874931E-01  0.08408         0.00676       
 531   2.65556127E-01  0.06048         0.00486       
 532   2.34463509E-01  0.04556         0.00366       
 533   2.03129107E-01  0.03776         0.00304       
! 2875.000  21  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 534   8.28158175E-01  0.25935         0.02098       
 535   7.96846379E-01  0.27534         0.02227       
 536   7.6559551E-01   0.12666         0.01025       
 537   7.34322513E-01  0.15459         0.01251       
 538   7.03146548E-01  0.15256         0.01234       
 539   6.71849879E-01  0.17059         0.0138        
 540   6.40645912E-01  0.11884         0.00961       
 541   6.09315151E-01  0.13578         0.01098       
 542   5.78142481E-01  0.14085         0.01139       
 543   5.46832807E-01  0.17994         0.01456       
 544   5.15636372E-01  0.18283         0.01479       
 545   4.84351611E-01  0.18263         0.01477       
 546   4.53057199E-01  0.17173         0.01389       
 547   4.21827206E-01  0.15098         0.01221       
 548   3.90570472E-01  0.11361         0.00919       
 549   3.59345405E-01  0.12153         0.00983       
 550   3.28042407E-01  0.10974         0.00888       
 551   2.96874931E-01  0.08266         0.00669       
 552   2.65556127E-01  0.05595         0.00453       
 553   2.34463509E-01  0.04953         0.00401       
 554   2.03129107E-01  0.02919         0.00236       
! 2925.000  21  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 555   8.28158175E-01  0.25526         0.02077       
 556   7.96846379E-01  0.28082         0.02285       
 557   7.6559551E-01   0.16678         0.01357       
 558   7.34322513E-01  0.12769         0.01039       
 559   7.03146548E-01  0.15572         0.01267       
 560   6.71849879E-01  0.13397         0.0109        
 561   6.40645912E-01  0.10484         0.00853       
 562   6.09315151E-01  0.11972         0.00974       
 563   5.78142481E-01  0.14337         0.01167       
 564   5.46832807E-01  0.16487         0.01342       
 565   5.15636372E-01  0.18142         0.01476       
 566   4.84351611E-01  0.17582         0.01431       
 567   4.53057199E-01  0.16624         0.01353       
 568   4.21827206E-01  0.14153         0.01152       
 569   3.90570472E-01  0.11895         0.00968       
 570   3.59345405E-01  0.09522         0.00775       
 571   3.28042407E-01  0.09633         0.00784       
 572   2.96874931E-01  0.07044         0.00573       
 573   2.65556127E-01  0.05016         0.00408       
 574   2.34463509E-01  0.03956         0.00322       
 575   2.03129107E-01  0.02953         0.0024        
! 2975.000  22  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 576   8.28158175E-01  0.17189         0.01407       
 577   7.96846379E-01  0.20786         0.01702       
 578   7.6559551E-01   0.16347         0.01338       
 579   7.34322513E-01  0.14447         0.01183       
 580   7.03146548E-01  0.16064         0.01315       
 581   6.71849879E-01  0.15671         0.01283       
 582   6.40645912E-01  0.13067         0.0107        
 583   6.09315151E-01  0.13365         0.01094       
 584   5.78142481E-01  0.17711         0.0145        
 585   5.46832807E-01  0.20191         0.01653       
 586   5.15636372E-01  0.20228         0.01656       
 587   4.84351611E-01  0.2009          0.01645       
 588   4.53057199E-01  0.17298         0.01416       
 589   4.21827206E-01  0.14052         0.0115        
 590   3.90570472E-01  0.12261         0.01004       
 591   3.59345405E-01  0.11662         0.00955       
 592   3.28207277E-01  0.09326         0.00764       
 593   2.96874931E-01  0.07205         0.0059        
 594   2.65556127E-01  0.053           0.00434       
 595   2.34463509E-01  0.04002         0.00328       
 596   2.03129107E-01  0.02838         0.00232       
 597   1.71929111E-01  0.01893         0.00155       
! 3175.000  21  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 598   8.28158175E-01  0.08239         0.00691       
 599   7.96846379E-01  0.13714         0.0115        
 600   7.6559551E-01   0.16825         0.01411       
 601   7.34322513E-01  0.1357          0.01138       
 602   7.03146548E-01  0.15404         0.01292       
 603   6.71849879E-01  0.0966          0.0081        
 604   6.40645912E-01  0.11024         0.00924       
 605   6.09315151E-01  0.14909         0.0125        
 606   5.78142481E-01  0.16219         0.0136        
 607   5.46832807E-01  0.16478         0.01382       
 608   5.15636372E-01  0.17679         0.01482       
 609   4.84351611E-01  0.13428         0.01126       
 610   4.53057199E-01  0.12043         0.0101        
 611   4.21827206E-01  0.1001          0.00839       
 612   3.90570472E-01  0.09962         0.00835       
 613   3.59345405E-01  0.08243         0.00691       
 614   3.28042407E-01  0.06602         0.00554       
 615   2.96874931E-01  0.05007         0.0042        
 616   2.65556127E-01  0.03311         0.00278       
 617   2.34463509E-01  0.02192         0.00184       
 618   2.03129107E-01  0.01751         0.00147       
! 3225.000  22  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 619   8.28158175E-01  0.12517         0.01056       
 620   7.96846379E-01  0.0984          0.0083        
 621   7.6559551E-01   0.15251         0.01286       
 622   7.34204029E-01  0.15671         0.01322       
 623   7.03146548E-01  0.14756         0.01245       
 624   6.71849879E-01  0.10897         0.00919       
 625   6.40645912E-01  0.10006         0.00844       
 626   6.09315151E-01  0.10579         0.00892       
 627   5.78142481E-01  0.14443         0.01218       
 628   5.46832807E-01  0.14894         0.01256       
 629   5.15636372E-01  0.13985         0.0118        
 630   4.84351611E-01  0.11406         0.00962       
 631   4.53057199E-01  0.10375         0.00875       
 632   4.21827206E-01  0.07037         0.00594       
 633   3.90570472E-01  0.07771         0.00656       
 634   3.59345405E-01  0.06458         0.00545       
 635   3.28207277E-01  0.03822         0.00322       
 636   2.96874931E-01  0.03253         0.00274       
 637   2.65556127E-01  0.02379         0.00201       
 638   2.34463509E-01  0.01605         0.00135       
 639   2.03129107E-01  0.00929         0.00078       
 640   1.71929111E-01  0.01198         0.00101       
! 3275.000  21  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 641   8.28158175E-01  0.08154         0.00692       
 642   7.96846379E-01  0.10387         0.00881       
 643   7.6559551E-01   0.14054         0.01193       
 644   7.34322513E-01  0.11143         0.00946       
 645   7.03146548E-01  0.1211          0.01028       
 646   6.71849879E-01  0.11065         0.00939       
 647   6.40645912E-01  0.09074         0.0077        
 648   6.09315151E-01  0.11654         0.00989       
 649   5.78142481E-01  0.15608         0.01324       
 650   5.46832807E-01  0.12836         0.01089       
 651   5.15636372E-01  0.1158          0.00983       
 652   4.84351611E-01  0.10637         0.00903       
 653   4.53057199E-01  0.0891          0.00756       
 654   4.21827206E-01  0.07945         0.00674       
 655   3.90570472E-01  0.06593         0.00559       
 656   3.59345405E-01  0.05422         0.0046        
 657   3.28207277E-01  0.03998         0.00339       
 658   2.96874931E-01  0.02385         0.00202       
 659   2.65556127E-01  0.01721         0.00146       
 660   2.34463509E-01  0.01187         0.00101       
 661   2.03129107E-01  0.01088         0.00092       
! 3325.000  21  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 662   8.28158175E-01  0.17882         0.01526       
 663   7.96846379E-01  0.14878         0.0127        
 664   7.6559551E-01   0.15814         0.0135        
 665   7.34322513E-01  0.14769         0.01261       
 666   7.03146548E-01  0.15521         0.01325       
 667   6.71849879E-01  0.09776         0.00835       
 668   6.40645912E-01  0.0951          0.00812       
 669   6.09315151E-01  0.14053         0.012         
 670   5.78142481E-01  0.1551          0.01324       
 671   5.46832807E-01  0.14679         0.01253       
 672   5.15636372E-01  0.13906         0.01187       
 673   4.84351611E-01  0.11731         0.01001       
 674   4.53057199E-01  0.09037         0.00771       
 675   4.21827206E-01  0.07489         0.00639       
 676   3.90570472E-01  0.06163         0.00526       
 677   3.59345405E-01  0.04932         0.00421       
 678   3.28042407E-01  0.04271         0.00365       
 679   2.96874931E-01  0.03033         0.00259       
 680   2.65556127E-01  0.02165         0.00185       
 681   2.34463509E-01  0.01266         0.00108       
 682   2.03129107E-01  0.00956         0.00082       
! 3375.000  22  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 683   8.28158175E-01  0.08952         0.00769       
 684   7.96846379E-01  0.12904         0.01108       
 685   7.6559551E-01   0.15713         0.01349       
 686   7.34322513E-01  0.15791         0.01356       
 687   7.03146548E-01  0.14524         0.01247       
 688   6.71849879E-01  0.10028         0.00861       
 689   6.40645912E-01  0.11198         0.00962       
 690   6.09315151E-01  0.14281         0.01226       
 691   5.78142481E-01  0.13821         0.01187       
 692   5.46832807E-01  0.13574         0.01166       
 693   5.15636372E-01  0.10624         0.00912       
 694   4.84351611E-01  0.10424         0.00895       
 695   4.53057199E-01  0.07438         0.00639       
 696   4.21827206E-01  0.06375         0.00548       
 697   3.90570472E-01  0.05903         0.00507       
 698   3.59345405E-01  0.04673         0.004         
 699   3.28042407E-01  0.02558         0.0022        
 700   2.96874931E-01  0.02185         0.00188       
 701   2.65556127E-01  0.01435         0.00123       
 702   2.34463509E-01  0.0093          0.0008        
 703   2.03129107E-01  0.00709         0.00061       
 704   1.71929111E-01  0.00467         0.0004        
! 3425.000  22  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 705   8.28158175E-01  0.07386         0.00638       
 706   7.96846379E-01  0.09962         0.00861       
 707   7.6559551E-01   0.10482         0.00906       
 708   7.34322513E-01  0.14404         0.01244       
 709   7.03146548E-01  0.11017         0.00952       
 710   6.71849879E-01  0.09711         0.00839       
 711   6.40645912E-01  0.09172         0.00792       
 712   6.09315151E-01  0.12721         0.01099       
 713   5.78142481E-01  0.11816         0.01021       
 714   5.46832807E-01  0.11419         0.00986       
 715   5.15636372E-01  0.10561         0.00912       
 716   4.84351611E-01  0.08111         0.00701       
 717   4.53057199E-01  0.05681         0.00491       
 718   4.21827206E-01  0.04464         0.00386       
 719   3.90570472E-01  0.03583         0.0031        
 720   3.59345405E-01  0.0347          0.003         
 721   3.28207277E-01  0.02            0.00173       
 722   2.96874931E-01  0.01968         0.0017        
 723   2.65556127E-01  0.0132          0.00114       
 724   2.34463509E-01  0.00339         0.00029       
 725   2.03129107E-01  0.00288         0.00025       
 726   1.71929111E-01  0.00393         0.00034       
! 3475.000  21  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 727   8.28158175E-01  0.14088         0.01224       
 728   7.96846379E-01  0.1171          0.01018       
 729   7.6559551E-01   0.1352          0.01175       
 730   7.34322513E-01  0.16024         0.01392       
 731   7.03146548E-01  0.14401         0.01251       
 732   6.71849879E-01  0.11047         0.0096        
 733   6.40645912E-01  0.11363         0.00987       
 734   6.09315151E-01  0.13472         0.01171       
 735   5.78142481E-01  0.1373          0.01193       
 736   5.46832807E-01  0.11082         0.00963       
 737   5.15636372E-01  0.09639         0.00838       
 738   4.84351611E-01  0.09439         0.0082        
 739   4.53057199E-01  0.05968         0.00518       
 740   4.21827206E-01  0.04382         0.00381       
 741   3.90570472E-01  0.04802         0.00417       
 742   3.59345405E-01  0.03507         0.00305       
 743   3.28207277E-01  0.03077         0.00267       
 744   2.96874931E-01  0.01691         0.00147       
 745   2.65556127E-01  0.01085         0.00094       
 746   2.34463509E-01  0.00579         0.0005        
 747   2.03129107E-01  0.00519         0.00045       
! 3575.000  21  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 748   7.6559551E-01   0.11628         0.01022       
 749   7.34322513E-01  0.09173         0.00807       
 750   7.03146548E-01  0.07404         0.00651       
 751   6.71849879E-01  0.06798         0.00598       
 752   6.40645912E-01  0.06514         0.00573       
 753   6.09315151E-01  0.07736         0.0068        
 754   5.78142481E-01  0.07696         0.00677       
 755   5.46832807E-01  0.0735          0.00646       
 756   5.15636372E-01  0.0558          0.00491       
 757   4.84351611E-01  0.03888         0.00342       
 758   4.53057199E-01  0.0324          0.00299       
 759   4.21827206E-01  0.02095         0.00184       
 760   3.90570472E-01  0.02343         0.00206       
 761   3.59345405E-01  0.01314         0.00116       
 762   3.28207277E-01  0.01331         0.00117       
 763   2.96874931E-01  0.00921         0.00081       
 764   2.65556127E-01  0.0045          0.0004        
 765   2.34463509E-01  0.00406         0.00036       
 766   2.03129107E-01  0.00127         0.00011       
 767   1.71929111E-01  0.00064         0.00006       
 768   1.40555651E-01  0.00019         0.00002       
! 3625.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 769   8.59406414E-01  0.20117         0.01779       
 770   8.28158175E-01  0.17548         0.01552       
 771   7.96846379E-01  0.13295         0.01176       
 772   7.6559551E-01   0.16209         0.01434       
 773   7.34322513E-01  0.15535         0.01374       
 774   7.03146548E-01  0.11108         0.00983       
 775   6.71849879E-01  0.09455         0.00836       
 776   6.40645912E-01  0.13405         0.01186       
 777   6.09315151E-01  0.15254         0.01349       
 778   5.78142481E-01  0.12431         0.011         
 779   5.46832807E-01  0.11338         0.01003       
 780   5.15636372E-01  0.09236         0.00817       
 781   4.84351611E-01  0.06206         0.00549       
 782   4.53057199E-01  0.04128         0.00365       
 783   4.21827206E-01  0.04193         0.00371       
 784   3.90570472E-01  0.0293          0.00259       
 785   3.59345405E-01  0.02299         0.00203       
 786   3.28207277E-01  0.01586         0.0014        
 787   2.96874931E-01  0.01316         0.00116       
 788   2.65556127E-01  0.00814         0.00072       
 789   2.34463509E-01  0.00371         0.00033       
 790   2.03129107E-01  0.0037          0.00033       
 791   1.71929111E-01  0.00444         0.00039       
 792   1.40555651E-01  0.0016          0.00014       
 793   1.09387358E-01  0.00158         0.00014       
 794   7.81111127E-02  0.00218         0.00019       
 795   4.69321226E-02  0.00357         0.00032       
 796   1.55328177E-02  0.00272         0.00024       
 797  -3.12362994E-02  0.00355         0.00031       
 798  -1.09387334E-01  0.00381         0.00034       
 799  -2.03129083E-01  0.00411         0.00036       
 800  -2.96874908E-01  0.00432         0.00038       
 801  -3.9057045E-01   0.0046          0.00041       
 802  -4.8435159E-01   0.00893         0.00079       
 803  -5.78142461E-01  0.00928         0.00082       
 804  -6.71849861E-01  0.01196         0.00106       
! 3675.000  37  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 805   8.90610005E-01  0.78444         0.06979       
 806   8.59406414E-01  0.33999         0.03025       
 807   8.28158175E-01  0.13857         0.01233       
 808   7.96846379E-01  0.14449         0.01286       
 809   7.6559551E-01   0.1566          0.01393       
 810   7.34322513E-01  0.1612          0.01434       
 811   7.03146548E-01  0.11745         0.01045       
 812   6.71849879E-01  0.10629         0.00946       
 813   6.40645912E-01  0.15025         0.01337       
 814   6.09315151E-01  0.12449         0.01108       
 815   5.78142481E-01  0.13718         0.01221       
 816   5.46832807E-01  0.11718         0.01043       
 817   5.15636372E-01  0.09564         0.00851       
 818   4.84351611E-01  0.06081         0.00541       
 819   4.53057199E-01  0.04812         0.00428       
 820   4.21827206E-01  0.04328         0.00385       
 821   3.90570472E-01  0.0291          0.00259       
 822   3.59345405E-01  0.01789         0.00159       
 823   3.28207277E-01  0.0132          0.00118       
 824   2.96874931E-01  0.00874         0.00078       
 825   2.65556127E-01  0.00704         0.00063       
 826   2.34463509E-01  0.00541         0.00048       
 827   2.03129107E-01  0.00458         0.00041       
 828   1.71929111E-01  0.00188         0.00017       
 829   1.40555651E-01  0.00233         0.00021       
 830   1.09387358E-01  0.00094         0.00008       
 831   7.81111127E-02  0.00334         0.0003        
 832   4.69321226E-02  0.00185         0.00017       
 833   1.57073294E-02  0.00207         0.00018       
 834  -3.12362994E-02  0.00438         0.00039       
 835  -1.09387334E-01  0.00521         0.00046       
 836  -2.03129083E-01  0.00436         0.00039       
 837  -2.96874908E-01  0.00436         0.00039       
 838  -3.9057045E-01   0.00427         0.00038       
 839  -4.8435159E-01   0.00646         0.00058       
 840  -5.78142461E-01  0.01099         0.00099       
 841  -6.71849861E-01  0.01432         0.00127       
! 3725.000  37  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 842   8.59406414E-01  0.30637         0.02742       
 843   8.28158175E-01  0.10769         0.00964       
 844   7.96846379E-01  0.13029         0.01166       
 845   7.6559551E-01   0.11947         0.01069       
 846   7.34322513E-01  0.13879         0.01242       
 847   7.03146548E-01  0.1034          0.00925       
 848   6.71849879E-01  0.09637         0.00862       
 849   6.40645912E-01  0.13125         0.01175       
 850   6.09315151E-01  0.10482         0.00938       
 851   5.78142481E-01  0.11004         0.00985       
 852   5.46832807E-01  0.08351         0.00747       
 853   5.15636372E-01  0.06099         0.00546       
 854   4.84351611E-01  0.04603         0.00412       
 855   4.53057199E-01  0.03171         0.00284       
 856   4.21827206E-01  0.0289          0.00259       
 857   3.90570472E-01  0.02233         0.002         
 858   3.59345405E-01  0.0158          0.00141       
 859   3.28207277E-01  0.01392         0.00125       
 860   2.96874931E-01  0.00517         0.00046       
 861   2.65556127E-01  0.00453         0.00041       
 862   2.34463509E-01  0.00233         0.00021       
 863   2.03129107E-01  0.00164         0.00015       
 864   1.71929111E-01  0.0006          0.00005       
 865   1.40555651E-01  0.0019          0.00017       
 866   1.09387358E-01  0.00227         0.0002        
 867   7.81111127E-02  0.00096         0.00009       
 868   4.69321226E-02  0.00305         0.00027       
 869   1.55328177E-02  0.00117         0.00011       
 870  -3.12362994E-02  0.00401         0.00036       
 871  -1.09387334E-01  0.0044          0.00039       
 872  -2.03129083E-01  0.00335         0.0003        
 873  -2.96874908E-01  0.00341         0.00031       
 874  -3.9057045E-01   0.00313         0.00028       
 875  -4.8435159E-01   0.00516         0.00046       
 876  -5.78142461E-01  0.00822         0.00074       
 877  -6.71849861E-01  0.01442         0.00129       
 878  -7.65595494E-01  0.00939         0.00084       
! 3775.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 879   8.59406414E-01  0.56958         0.05128       
 880   8.28158175E-01  0.14974         0.01348       
 881   7.96846379E-01  0.10713         0.00964       
 882   7.6559551E-01   0.18654         0.01679       
 883   7.34322513E-01  0.16606         0.01495       
 884   7.03146548E-01  0.11881         0.0107        
 885   6.71849879E-01  0.1133          0.0102        
 886   6.40645912E-01  0.14881         0.0134        
 887   6.09315151E-01  0.15898         0.01431       
 888   5.78142481E-01  0.14982         0.01349       
 889   5.46832807E-01  0.1151          0.01036       
 890   5.15636372E-01  0.09109         0.0082        
 891   4.84351611E-01  0.04643         0.00418       
 892   4.53057199E-01  0.04539         0.00409       
 893   4.21827206E-01  0.03347         0.00301       
 894   3.90570472E-01  0.01931         0.00174       
 895   3.59345405E-01  0.01836         0.00165       
 896   3.28207277E-01  0.00832         0.00075       
 897   2.96874931E-01  0.00825         0.00074       
 898   2.65556127E-01  0.00533         0.00048       
 899   2.34463509E-01  0.00449         0.0004        
 900   2.03129107E-01  0.00353         0.00032       
 901   1.71929111E-01  0.00129         0.00012       
 902   1.40555651E-01  0.00223         0.0002        
 903   1.09387358E-01  0.00278         0.00025       
 904   7.81111127E-02  0.00371         0.00033       
 905   4.69321226E-02  0.00467         0.00042       
 906   1.57073294E-02  0.0047          0.00042       
 907  -3.12362994E-02  0.00506         0.00046       
 908  -1.09387334E-01  0.00416         0.00037       
 909  -2.03129083E-01  0.00273         0.00025       
 910  -2.96874908E-01  0.00227         0.00021       
 911  -3.9057045E-01   0.00343         0.00031       
 912  -4.8435159E-01   0.00473         0.00043       
 913  -5.78142461E-01  0.01447         0.0013        
 914  -6.71849861E-01  0.01822         0.00164       
! 3825.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 915   8.59406414E-01  0.15182         0.01375       
 916   8.28158175E-01  0.09798         0.00887       
 917   7.96846379E-01  0.10752         0.00974       
 918   7.6559551E-01   0.13314         0.01206       
 919   7.34322513E-01  0.14055         0.01273       
 920   7.03146548E-01  0.11669         0.01057       
 921   6.71849879E-01  0.12018         0.01088       
 922   6.40645912E-01  0.12149         0.011         
 923   6.09315151E-01  0.14939         0.01353       
 924   5.78142481E-01  0.11341         0.01027       
 925   5.46832807E-01  0.09388         0.0085        
 926   5.15636372E-01  0.06286         0.00569       
 927   4.84351611E-01  0.04125         0.00374       
 928   4.53057199E-01  0.03979         0.0036        
 929   4.21827206E-01  0.02692         0.00244       
 930   3.90570472E-01  0.01922         0.00174       
 931   3.59345405E-01  0.00875         0.00079       
 932   3.28207277E-01  0.00772         0.0007        
 933   2.96874931E-01  0.00508         0.00046       
 934   2.65556127E-01  0.00316         0.00029       
 935   2.34463509E-01  0.00159         0.00014       
 936   2.03129107E-01  0.00083         0.00008       
 937   1.71929111E-01  0.00172         0.00016       
 938   1.40555651E-01  0.00169         0.00015       
 939   1.09387358E-01  0.00166         0.00015       
 940   7.81111127E-02  0.00162         0.00015       
 941   4.69321226E-02  0.00332         0.0003        
 942   1.57073294E-02  0.00137         0.00012       
 943  -3.12362994E-02  0.002           0.00018       
 944  -1.09387334E-01  0.00383         0.00035       
 945  -2.03129083E-01  0.00333         0.0003        
 946  -2.96874908E-01  0.00276         0.00025       
 947  -3.9057045E-01   0.00394         0.00036       
 948  -4.8435159E-01   0.00446         0.0004        
 949  -5.78142461E-01  0.00967         0.00088       
 950  -6.71849861E-01  0.0142          0.00129       
! 3875.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 951   8.59406414E-01  0.15579         0.01419       
 952   8.28158175E-01  0.10524         0.00959       
 953   7.96846379E-01  0.08214         0.00748       
 954   7.6559551E-01   0.1671          0.01522       
 955   7.34322513E-01  0.10765         0.00981       
 956   7.03146548E-01  0.10973         0.00999       
 957   6.71849879E-01  0.1188          0.01082       
 958   6.40645912E-01  0.12522         0.01141       
 959   6.09315151E-01  0.13815         0.01258       
 960   5.78142481E-01  0.10112         0.00921       
 961   5.46832807E-01  0.08391         0.00764       
 962   5.15636372E-01  0.06625         0.00603       
 963   4.84351611E-01  0.03721         0.00339       
 964   4.53057199E-01  0.03794         0.00346       
 965   4.21827206E-01  0.02209         0.00201       
 966   3.90570472E-01  0.0193          0.00176       
 967   3.59345405E-01  0.00808         0.00074       
 968   3.28207277E-01  0.00787         0.00072       
 969   2.96874931E-01  0.00468         0.00043       
 970   2.65556127E-01  0.00227         0.00021       
 971   2.34463509E-01  0.00117         0.00011       
 972   2.03129107E-01  0.00128         0.00012       
 973   1.71929111E-01  0.00096         0.00009       
 974   1.40555651E-01  0.00178         0.00016       
 975   1.09387358E-01  0.00168         0.00015       
 976   7.81111127E-02  0.00308         0.00028       
 977   4.69321226E-02  0.00286         0.00026       
 978   1.57073294E-02  0.00315         0.00029       
 979  -3.12362994E-02  0.00133         0.00012       
 980  -1.09387334E-01  0.00299         0.00027       
 981  -2.03129083E-01  0.00301         0.00027       
 982  -2.96874908E-01  0.00196         0.00018       
 983  -3.9057045E-01   0.00296         0.00027       
 984  -4.8435159E-01   0.00584         0.00053       
 985  -5.78142461E-01  0.00896         0.00082       
 986  -6.71849861E-01  0.00841         0.00077       
! 3925.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 987   8.28158175E-01  0.10316         0.00945       
 988   7.96846379E-01  0.12289         0.01126       
 989   7.6559551E-01   0.14101         0.01292       
 990   7.34322513E-01  0.12013         0.01101       
 991   7.03146548E-01  0.10954         0.01004       
 992   6.71849879E-01  0.1025          0.00939       
 993   6.40645912E-01  0.13043         0.01195       
 994   6.09315151E-01  0.11874         0.01088       
 995   5.78142481E-01  0.09834         0.00901       
 996   5.46832807E-01  0.07925         0.00726       
 997   5.15636372E-01  0.04647         0.00426       
 998   4.84351611E-01  0.03254         0.00298       
 999   4.53057199E-01  0.03282         0.00301       
 1000  4.21827206E-01  0.01788         0.00164       
 1001  3.90570472E-01  0.01626         0.00149       
 1002  3.59345405E-01  0.00765         0.0007        
 1003  3.28042407E-01  0.00527         0.00048       
 1004  2.96874931E-01  0.00193         0.00018       
 1005  2.65556127E-01  0.00222         0.0002        
 1006  2.34463509E-01  0.0019          0.00017       
 1007  2.03129107E-01  0.0012          0.00011       
 1008  1.71929111E-01  0.00069         0.00006       
 1009  1.40555651E-01  0.00083         0.00008       
 1010  1.09387358E-01  0.00114         0.00011       
 1011  7.81111127E-02  0.00145         0.00013       
 1012  4.69321226E-02  0.00388         0.00036       
 1013  1.55328177E-02  0.0015          0.00014       
 1014 -3.12362994E-02  0.00185         0.00017       
 1015 -1.09387334E-01  0.00388         0.00036       
 1016 -2.03129083E-01  0.00263         0.00024       
 1017 -2.96874908E-01  0.00226         0.00021       
 1018 -3.9057045E-01   0.00199         0.00018       
 1019 -4.8435159E-01   0.00594         0.00054       
 1020 -5.78142461E-01  0.00931         0.00085       
 1021 -6.71849861E-01  0.01201         0.0011        
 1022 -7.65595494E-01  0.009           0.00083       
! 3975.000  37  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1023  8.59406414E-01  0.179           0.01649       
 1024  8.28158175E-01  0.05941         0.00547       
 1025  7.96846379E-01  0.12088         0.01114       
 1026  7.6559551E-01   0.12186         0.01123       
 1027  7.34322513E-01  0.10544         0.00972       
 1028  7.03146548E-01  0.09643         0.00889       
 1029  6.71849879E-01  0.10471         0.00965       
 1030  6.40645912E-01  0.11623         0.01071       
 1031  6.09315151E-01  0.10844         0.00999       
 1032  5.78142481E-01  0.10259         0.00945       
 1033  5.46832807E-01  0.07642         0.00704       
 1034  5.15636372E-01  0.03463         0.00319       
 1035  4.84351611E-01  0.03414         0.00315       
 1036  4.53057199E-01  0.02449         0.00226       
 1037  4.21827206E-01  0.02191         0.00202       
 1038  3.90570472E-01  0.01036         0.00095       
 1039  3.59345405E-01  0.00776         0.00072       
 1040  3.28042407E-01  0.00454         0.00042       
 1041  2.96874931E-01  0.00343         0.00032       
 1042  2.65556127E-01  0.00037         0.00034       
 1043  2.34463509E-01  0.00123         0.00011       
 1044  2.03129107E-01  0.00137         0.00013       
 1045  1.71929111E-01  0.00111         0.0001        
 1046  1.40555651E-01  0.00088         0.00008       
 1047  1.09387358E-01  0.00156         0.00014       
 1048  7.81111127E-02  0.00196         0.00018       
 1049  4.69321226E-02  0.00254         0.00023       
 1050  1.55328177E-02  0.0008          0.00007       
 1051 -3.12362994E-02  0.00299         0.00028       
 1052 -1.09387334E-01  0.00277         0.00026       
 1053 -2.03129083E-01  0.00187         0.00017       
 1054 -2.96874908E-01  0.00076         0.00007       
 1055 -3.9057045E-01   0.00167         0.00015       
