PR094  Photo-prod          07/09 Arndt  06/19/14
 1587  7.03146548E-01  0.08714         0.00879       
 1588  6.71849879E-01  0.09863         0.00995       
 1589  6.40645912E-01  0.06705         0.00677       
 1590  6.09315151E-01  0.02791         0.00282       
 1591  5.78142481E-01  0.02575         0.0026        
 1592  5.46832807E-01  0.02208         0.00223       
 1593  5.15636372E-01  0.01412         0.00143       
 1594  4.84351611E-01  0.00964         0.00097       
 1595  4.53057199E-01  0.00718         0.00073       
 1596  4.21827206E-01  0.00181         0.00018       
 1597  3.90570472E-01  0.00102         0.0001        
 1598  3.28207277E-01  0.00032         0.00003       
 1599  2.96874931E-01  0.00151         0.00015       
 1600  2.34463509E-01  0.00046         0.00005       
 1601  2.03129107E-01  0.0006          0.00006       
 1602  1.71929111E-01  0.00127         0.00013       
 1603  1.40555651E-01  0.00083         0.00008       
 1604  1.09387358E-01  0.00102         0.0001        
 1605  7.81111127E-02  0.00029         0.00003       
 1606  4.69321226E-02  0.00161         0.00016       
 1607 -3.12362994E-02  0.00084         0.00009       
 1608 -1.09387334E-01  0.00119         0.00012       
 1609 -2.03129083E-01  0.001           0.0001        
 1610 -2.96874908E-01  0.00111         0.00011       
 1611 -3.9057045E-01   0.00158         0.00016       
 1612 -4.8435159E-01   0.002           0.0002        
 1613 -5.78142461E-01  0.00447         0.00045       
 1614 -6.71849861E-01  0.00342         0.00035       
 1615 -7.65595494E-01  0.00337         0.00034       
! 4825.000  33  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1616  8.28158175E-01  0.1632          0.01656       
 1617  7.96846379E-01  0.12984         0.01318       
 1618  7.6559551E-01   0.1225          0.01243       
 1619  7.34322513E-01  0.08433         0.00856       
 1620  7.03146548E-01  0.12243         0.01243       
 1621  6.71849879E-01  0.09008         0.00914       
 1622  6.40645912E-01  0.08105         0.00823       
 1623  6.09315151E-01  0.03454         0.00351       
 1624  5.78142481E-01  0.03039         0.00308       
 1625  5.46832807E-01  0.02897         0.00294       
 1626  5.15636372E-01  0.01455         0.00148       
 1627  4.84351611E-01  0.0072          0.00073       
 1628  4.53057199E-01  0.0035          0.00036       
 1629  4.21827206E-01  0.00137         0.00014       
 1630  3.90570472E-01  0.00018         0.00002       
 1631  3.59345405E-01  0.00122         0.00012       
 1632  3.28207277E-01  0.00079         0.00008       
 1633  2.65556127E-01  0.00111         0.00011       
 1634  2.34463509E-01  0.00039         0.00004       
 1635  2.03129107E-01  0.00079         0.00008       
 1636  1.71929111E-01  0.00126         0.00013       
 1637  1.40555651E-01  0.00106         0.00011       
 1638  1.09387358E-01  0.00208         0.00021       
 1639  4.69321226E-02  0.00046         0.00005       
 1640 -3.12362994E-02  0.00116         0.00012       
 1641 -1.09387334E-01  0.00051         0.00005       
 1642 -2.03129083E-01  0.00052         0.00005       
 1643 -2.96874908E-01  0.00182         0.00018       
 1644 -3.9057045E-01   0.00084         0.00009       
 1645 -4.8435159E-01   0.00104         0.00011       
 1646 -5.78142461E-01  0.00674         0.00068       
 1647 -6.71849861E-01  0.0017          0.00017       
 1648 -8.59406401E-01  0.00459         0.00047       
! 4875.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1649  8.28158175E-01  0.13663         0.01394       
 1650  7.96846379E-01  0.13102         0.01337       
 1651  7.6559551E-01   0.09603         0.0098        
 1652  7.34322513E-01  0.08512         0.00869       
 1653  7.03146548E-01  0.1092          0.01114       
 1654  6.71849879E-01  0.06785         0.00692       
 1655  6.40645912E-01  0.0544          0.00555       
 1656  6.09315151E-01  0.02415         0.00247       
 1657  5.78142481E-01  0.02175         0.00222       
 1658  5.46832807E-01  0.01499         0.00153       
 1659  5.15636372E-01  0.00785         0.0008        
 1660  4.84351611E-01  0.00672         0.00069       
 1661  4.53057199E-01  0.00293         0.0003        
 1662  4.21827206E-01  0.00111         0.00011       
 1663  3.59345405E-01  0.00036         0.00004       
 1664  3.28207277E-01  0.00122         0.00012       
 1665  2.96874931E-01  0.00038         0.00004       
 1666  2.65556127E-01  0.00073         0.00008       
 1667  2.34463509E-01  0.00079         0.00008       
 1668  2.03129107E-01  0.00045         0.00005       
 1669  1.71929111E-01  0.00057         0.00006       
 1670  1.40555651E-01  0.00052         0.00005       
 1671  1.09387358E-01  0.00075         0.00008       
 1672  7.81111127E-02  0.0019          0.00019       
 1673  4.69321226E-02  0.00154         0.00016       
 1674  1.57073294E-02  0.00042         0.00004       
 1675 -3.12362994E-02  0.00026         0.00003       
 1676 -1.09387334E-01  0.00103         0.00011       
 1677 -2.03129083E-01  0.00097         0.0001        
 1678 -2.96874908E-01  0.00076         0.00008       
 1679 -3.9057045E-01   0.00207         0.00021       
 1680 -4.8435159E-01   0.0016          0.00016       
 1681 -5.78142461E-01  0.00255         0.00026       
 1682 -6.71849861E-01  0.00263         0.00027       
 1683 -7.65595494E-01  0.00868         0.00089       
! 4925.000  31  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1684  8.28158175E-01  0.19679         0.02019       
 1685  7.96846379E-01  0.0956          0.00981       
 1686  7.6559551E-01   0.08689         0.00892       
 1687  7.34322513E-01  0.10153         0.01042       
 1688  7.03146548E-01  0.08221         0.00844       
 1689  6.71849879E-01  0.08677         0.0089        
 1690  6.40645912E-01  0.05235         0.00537       
 1691  6.09315151E-01  0.01925         0.00198       
 1692  5.78142481E-01  0.02201         0.00226       
 1693  5.46832807E-01  0.01004         0.00103       
 1694  5.15636372E-01  0.00883         0.00091       
 1695  4.84351611E-01  0.00555         0.00057       
 1696  4.53057199E-01  0.00217         0.00022       
 1697  4.21827206E-01  0.0005          0.00005       
 1698  3.90570472E-01  0.00095         0.0001        
 1699  3.28207277E-01  0.00039         0.00004       
 1700  2.96874931E-01  0.00081         0.00008       
 1701  2.34463509E-01  0.00037         0.00004       
 1702  1.71929111E-01  0.00092         0.00009       
 1703  1.40555651E-01  0.00076         0.00008       
 1704  1.09387358E-01  0.00016         0.00002       
 1705  4.69321226E-02  0.00054         0.00006       
 1706  1.57073294E-02  0.00047         0.00005       
 1707 -3.12362994E-02  0.00045         0.00005       
 1708 -1.09387334E-01  0.00033         0.00003       
 1709 -2.03129083E-01  0.00047         0.00005       
 1710 -2.96874908E-01  0.00106         0.00011       
 1711 -3.9057045E-01   0.00118         0.00012       
 1712 -4.8435159E-01   0.00193         0.0002        
 1713 -5.78142461E-01  0.00319         0.00033       
 1714 -6.71849861E-01  0.00182         0.00019       
! 4975.000  33  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1715  8.28158175E-01  0.19289         0.0199        
 1716  7.96846379E-01  0.08111         0.00837       
 1717  7.6559551E-01   0.08286         0.00855       
 1718  7.34322513E-01  0.07557         0.0078        
 1719  7.03146548E-01  0.09024         0.00931       
 1720  6.71849879E-01  0.05895         0.00608       
 1721  6.40645912E-01  0.04978         0.00514       
 1722  6.09315151E-01  0.02613         0.0027        
 1723  5.78142481E-01  0.01893         0.00195       
 1724  5.46832807E-01  0.01405         0.00145       
 1725  5.15636372E-01  0.00877         0.00091       
 1726  4.84351611E-01  0.00398         0.00041       
 1727  4.53057199E-01  0.00285         0.00029       
 1728  4.21827206E-01  0.00165         0.00017       
 1729  3.28207277E-01  0.00039         0.00004       
 1730  2.96874931E-01  0.00088         0.00009       
 1731  2.65556127E-01  0.00195         0.0002        
 1732  2.34463509E-01  0.00058         0.00006       
 1733  2.03129107E-01  0.00091         0.00009       
 1734  1.71929111E-01  0.00132         0.00014       
 1735  1.40555651E-01  0.00029         0.00003       
 1736  1.09387358E-01  0.00066         0.00007       
 1737  7.81111127E-02  0.00025         0.00003       
 1738  4.69321226E-02  0.00076         0.00008       
 1739 -3.12362994E-02  0.0004          0.00004       
 1740 -1.09387334E-01  0.00034         0.00004       
 1741 -2.03129083E-01  0.00101         0.0001        
 1742 -2.96874908E-01  0.00115         0.00012       
 1743 -3.9057045E-01   0.00078         0.00008       
 1744 -4.8435159E-01   0.0009          0.00009       
 1745 -5.78142461E-01  0.00485         0.0005        
 1746 -6.71849861E-01  0.00471         0.00049       
 1747 -7.65595494E-01  0.00601         0.00062       
! 5025.000  34  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1748  8.59406414E-01  0.26852         0.02786       
 1749  7.96846379E-01  0.10806         0.01121       
 1750  7.6559551E-01   0.09988         0.01036       
 1751  7.34322513E-01  0.10113         0.01049       
 1752  7.03146548E-01  0.08453         0.00877       
 1753  6.71849879E-01  0.09633         0.00999       
 1754  6.40645912E-01  0.04761         0.00494       
 1755  6.09315151E-01  0.0278          0.00288       
 1756  5.78142481E-01  0.02317         0.0024        
 1757  5.46832807E-01  0.01169         0.00121       
 1758  5.15636372E-01  0.02051         0.00213       
 1759  4.84351611E-01  0.00653         0.00068       
 1760  4.53057199E-01  0.00273         0.00028       
 1761  4.21827206E-01  0.00039         0.00004       
 1762  3.90570472E-01  0.00012         0.00001       
 1763  3.59345405E-01  0.00044         0.00005       
 1764  3.28207277E-01  0.00022         0.00002       
 1765  2.96874931E-01  0.00122         0.00013       
 1766  2.34463509E-01  0.00098         0.0001        
 1767  2.03129107E-01  0.00037         0.00004       
 1768  1.71929111E-01  0.0023          0.00024       
 1769  1.40555651E-01  0.00036         0.00004       
 1770  1.09387358E-01  0.00048         0.00005       
 1771  7.81111127E-02  0.00033         0.00003       
 1772  4.69321226E-02  0.00033         0.00003       
 1773  1.57073294E-02  0.00065         0.00007       
 1774 -3.12362994E-02  0.00043         0.00004       
 1775 -1.09387334E-01  0.00033         0.00003       
 1776 -2.03129083E-01  0.00026         0.00003       
 1777 -2.96874908E-01  0.00041         0.00004       
 1778 -3.9057045E-01   0.00239         0.00025       
 1779 -4.8435159E-01   0.00039         0.00004       
 1780 -5.78142461E-01  0.00341         0.00035       
 1781 -7.65595494E-01  0.0037          0.00038       
! 5075.000  33  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1782  8.28158175E-01  0.05427         0.00566       
 1783  7.96846379E-01  0.11287         0.01178       
 1784  7.6559551E-01   0.06537         0.00682       
 1785  7.34322513E-01  0.08772         0.00915       
 1786  7.03146548E-01  0.08103         0.00845       
 1787  6.71849879E-01  0.07509         0.00783       
 1788  6.40645912E-01  0.02576         0.00269       
 1789  6.09315151E-01  0.01594         0.00166       
 1790  5.78142481E-01  0.01654         0.00173       
 1791  5.46832807E-01  0.013           0.00136       
 1792  5.15636372E-01  0.00731         0.00076       
 1793  4.84351611E-01  0.0063          0.00066       
 1794  4.21827206E-01  0.00014         0.00002       
 1795  3.90570472E-01  0.00105         0.00011       
 1796  3.59345405E-01  0.0004          0.00004       
 1797  3.28207277E-01  0.00032         0.00003       
 1798  2.96874931E-01  0.00093         0.0001        
 1799  2.65556127E-01  0.0014          0.00015       
 1800  2.34463509E-01  0.00094         0.0001        
 1801  1.71929111E-01  0.00036         0.00004       
 1802  1.40555651E-01  0.00053         0.00006       
 1803  7.81111127E-02  0.00107         0.00011       
 1804  4.69321226E-02  0.00039         0.00004       
 1805  1.57073294E-02  0.00005         0.00001       
 1806 -3.12362994E-02  0.00019         0.00002       
 1807 -1.09387334E-01  0.00035         0.00004       
 1808 -2.03129083E-01  0.00029         0.00003       
 1809 -2.96874908E-01  0.00102         0.00011       
 1810 -3.9057045E-01   0.00128         0.00013       
 1811 -4.8435159E-01   0.00108         0.00011       
 1812 -5.78142461E-01  0.00136         0.00014       
 1813 -6.71849861E-01  0.00441         0.00046       
 1814 -7.65595494E-01  0.00243         0.00025       
! 5125.000  33  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1815  8.59406414E-01  0.38591         0.04048       
 1816  8.28158175E-01  0.11186         0.01173       
 1817  7.96846379E-01  0.08263         0.00867       
 1818  7.6559551E-01   0.10595         0.01111       
 1819  7.34322513E-01  0.10368         0.01088       
 1820  7.03146548E-01  0.07628         0.008         
 1821  6.71849879E-01  0.08506         0.00892       
 1822  6.40645912E-01  0.02717         0.00285       
 1823  6.09315151E-01  0.02141         0.00225       
 1824  5.78142481E-01  0.00878         0.00092       
 1825  5.46978925E-01  0.01138         0.00119       
 1826  5.15636372E-01  0.00602         0.00063       
 1827  4.84351611E-01  0.00442         0.00046       
 1828  4.53057199E-01  0.00123         0.00013       
 1829  4.21827206E-01  0.00043         0.00005       
 1830  3.59345405E-01  0.00046         0.00005       
 1831  3.28207277E-01  0.0014          0.00015       
 1832  2.96874931E-01  0.0009          0.00008       
 1833  2.34463509E-01  0.00127         0.00013       
 1834  2.03129107E-01  0.00022         0.00002       
 1835  1.71929111E-01  0.00067         0.00007       
 1836  1.40555651E-01  0.00036         0.00004       
 1837  7.81111127E-02  0.00037         0.00004       
 1838  1.57073294E-02  0.00029         0.00003       
 1839 -3.12362994E-02  0.00028         0.00003       
 1840 -1.09387334E-01  0.00038         0.00004       
 1841 -2.03129083E-01  0.0008          0.00008       
 1842 -2.96874908E-01  0.00097         0.0001        
 1843 -3.9057045E-01   0.00094         0.0001        
 1844 -4.8435159E-01   0.00039         0.00004       
 1845 -5.78142461E-01  0.00284         0.0003        
 1846 -6.71849861E-01  0.00396         0.00042       
 1847 -7.65595494E-01  0.00324         0.00034       
! 5175.000  31  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1848  8.28158175E-01  0.11545         0.01218       
 1849  7.96846379E-01  0.14033         0.0148        
 1850  7.6559551E-01   0.11685         0.01232       
 1851  7.34322513E-01  0.08909         0.0094        
 1852  7.03146548E-01  0.07991         0.00843       
 1853  6.71849879E-01  0.08016         0.00845       
 1854  6.40645912E-01  0.03041         0.00321       
 1855  6.09315151E-01  0.02326         0.00245       
 1856  5.78142481E-01  0.01781         0.00188       
 1857  5.46832807E-01  0.01107         0.00117       
 1858  5.15636372E-01  0.099           0.00104       
 1859  4.84351611E-01  0.00349         0.00037       
 1860  4.53057199E-01  0.00065         0.00007       
 1861  4.21827206E-01  0.00129         0.00014       
 1862  3.90570472E-01  0.00036         0.00004       
 1863  3.28207277E-01  0.00056         0.00006       
 1864  2.96874931E-01  0.00109         0.00012       
 1865  2.34463509E-01  0.00083         0.00009       
 1866  2.03129107E-01  0.00078         0.00008       
 1867  1.71929111E-01  0.00069         0.00007       
 1868  4.69321226E-02  0.00032         0.00003       
 1869  1.57073294E-02  0.0001          0.00001       
 1870 -3.12362994E-02  0.00035         0.00004       
 1871 -1.09387334E-01  0.0006          0.00006       
 1872 -2.03129083E-01  0.00089         0.00009       
 1873 -2.96874908E-01  0.00071         0.00008       
 1874 -3.9057045E-01   0.00118         0.00013       
 1875 -4.8435159E-01   0.00099         0.00011       
 1876 -5.78142461E-01  0.00172         0.00018       
 1877 -6.71849861E-01  0.00543         0.00057       
 1878 -7.65595494E-01  0.00183         0.00019       
! 5225.000  32  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1879  8.28158175E-01  0.22901         0.02428       
 1880  7.96846379E-01  0.08092         0.00858       
 1881  7.6559551E-01   0.08716         0.00924       
 1882  7.34322513E-01  0.09473         0.01004       
 1883  7.03146548E-01  0.07233         0.00767       
 1884  6.71849879E-01  0.07152         0.00758       
 1885  6.40645912E-01  0.02934         0.00311       
 1886  6.09315151E-01  0.02497         0.00265       
 1887  5.78142481E-01  0.01067         0.00113       
 1888  5.46832807E-01  0.01091         0.00116       
 1889  5.15636372E-01  0.00627         0.00067       
 1890  4.84351611E-01  0.00186         0.0002        
 1891  4.53057199E-01  0.00062         0.00007       
 1892  3.90570472E-01  0.00005         0.00001       
 1893  3.28207277E-01  0.00173         0.00018       
 1894  2.96874931E-01  0.00098         0.0001        
 1895  2.65556127E-01  0.00076         0.00008       
 1896  2.34463509E-01  0.00053         0.00006       
 1897  2.03129107E-01  0.00035         0.00004       
 1898  1.71929111E-01  0.00057         0.00006       
 1899  1.40555651E-01  0.00059         0.00006       
 1900  7.81111127E-02  0.00021         0.00002       
 1901  4.69321226E-02  0.00069         0.00007       
 1902 -3.12362994E-02  0.00053         0.00006       
 1903 -1.09387334E-01  0.00043         0.00005       
 1904 -2.03129083E-01  0.00051         0.00005       
 1905 -2.96874908E-01  0.00122         0.00013       
 1906 -3.9057045E-01   0.00079         0.00008       
 1907 -4.8435159E-01   0.00143         0.00015       
 1908 -5.78142461E-01  0.00306         0.00032       
 1909 -6.71849861E-01  0.00487         0.00052       
 1910 -7.65595494E-01  0.00079         0.00008       
! 5275.000  28  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1911  8.28158175E-01  0.09372         0.01          
 1912  7.96846379E-01  0.10249         0.01093       
 1913  7.6559551E-01   0.10515         0.01121       
 1914  7.34322513E-01  0.09385         0.01001       
 1915  7.03146548E-01  0.07364         0.00785       
 1916  6.71849879E-01  0.05148         0.00549       
 1917  6.40645912E-01  0.01586         0.00169       
 1918  6.09315151E-01  0.02272         0.00242       
 1919  5.78142481E-01  0.01201         0.00128       
 1920  5.46832807E-01  0.01131         0.00121       
 1921  5.15636372E-01  0.00666         0.00071       
 1922  4.84351611E-01  0.00326         0.00035       
 1923  4.53057199E-01  0.00228         0.00024       
 1924  4.21827206E-01  0.0005          0.00005       
 1925  3.28207277E-01  0.00145         0.00016       
 1926  2.96874931E-01  0.00145         0.00015       
 1927  2.03129107E-01  0.00177         0.00019       
 1928  1.71929111E-01  0.00128         0.00014       
 1929  1.40555651E-01  0.00073         0.00008       
 1930  7.81111127E-02  0.00039         0.00004       
 1931 -3.12362994E-02  0.00057         0.00006       
 1932 -1.09387334E-01  0.00021         0.00002       
 1933 -2.03129083E-01  0.00036         0.00004       
 1934 -3.9057045E-01   0.00034         0.00004       
 1935 -4.8435159E-01   0.0008          0.00009       
 1936 -5.78142461E-01  0.00153         0.00016       
 1937 -6.71849861E-01  0.0012          0.00013       
 1938 -7.65595494E-01  0.00118         0.00013       
! 5325.000  30  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1939  8.28158175E-01  0.1469          0.01574       
 1940  7.96846379E-01  0.07809         0.00837       
 1941  7.6559551E-01   0.10727         0.0115        
 1942  7.34322513E-01  0.05565         0.00597       
 1943  7.03146548E-01  0.09117         0.00977       
 1944  6.71849879E-01  0.06254         0.0067        
 1945  6.40645912E-01  0.01533         0.00164       
 1946  6.09315151E-01  0.01948         0.00209       
 1947  5.78142481E-01  0.00934         0.001         
 1948  5.46832807E-01  0.00535         0.00057       
 1949  5.15636372E-01  0.00587         0.00063       
 1950  4.84351611E-01  0.0033          0.00035       
 1951  4.53057199E-01  0.00058         0.00006       
 1952  3.28207277E-01  0.00095         0.0001        
 1953  2.96874931E-01  0.00096         0.0001        
 1954  2.65556127E-01  0.00078         0.00008       
 1955  2.34463509E-01  0.00058         0.00006       
 1956  2.03129107E-01  0.00121         0.00013       
 1957  1.09387358E-01  0.00031         0.00003       
 1958  7.81111127E-02  0.00024         0.00003       
 1959  4.69321226E-02  0.00018         0.00002       
 1960  1.57073294E-02  0.0001          0.00001       
 1961 -3.12362994E-02  0.0001          0.00001       
 1962 -1.09387334E-01  0.0001          0.00001       
 1963 -2.96874908E-01  0.00127         0.00014       
 1964 -3.9057045E-01   0.00022         0.00002       
 1965 -4.8435159E-01   0.00052         0.00006       
 1966 -5.78142461E-01  0.00152         0.00016       
 1967 -6.71849861E-01  0.00393         0.00042       
 1968 -7.65595494E-01  0.00101         0.00011       
! 5375.000  32  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 1969  8.28158175E-01  0.17111         0.01844       
 1970  7.96846379E-01  0.09775         0.01053       
 1971  7.6559551E-01   0.13766         0.01483       
 1972  7.34322513E-01  0.08499         0.00916       
 1973  7.03146548E-01  0.0785          0.00846       
 1974  6.71849879E-01  0.04369         0.00471       
 1975  6.40645912E-01  0.01924         0.00207       
 1976  6.09315151E-01  0.01398         0.00151       
 1977  5.78142481E-01  0.00813         0.00088       
 1978  5.46832807E-01  0.00779         0.00084       
 1979  5.15636372E-01  0.01166         0.00126       
 1980  4.84351611E-01  0.00997         0.00011       
 1981  4.53057199E-01  0.00987         0.00011       
 1982  3.28207277E-01  0.00569         0.00006       
 1983  2.96874931E-01  0.00066         0.00007       
 1984  2.34463509E-01  0.00078         0.00008       
 1985  2.03129107E-01  0.00025         0.00003       
 1986  1.71929111E-01  0.00078         0.00008       
 1987  1.40555651E-01  0.00033         0.00004       
 1988  1.09387358E-01  0.00051         0.00006       
 1989  7.81111127E-02  0.00054         0.00006       
 1990  4.69321226E-02  0.00071         0.00008       
 1991  1.57073294E-02  0.00052         0.00006       
 1992 -3.12362994E-02  0.00035         0.00004       
 1993 -2.03129083E-01  0.00048         0.00005       
 1994 -2.96874908E-01  0.00093         0.0001        
 1995 -3.9057045E-01   0.00064         0.00007       
 1996 -4.8435159E-01   0.00067         0.00007       
 1997 -5.78142461E-01  0.0008          0.00009       
 1998 -6.71849861E-01  0.00072         0.00008       
 1999 -7.65595494E-01  0.00561         0.0006        
! 5425.000  31  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
! KUNKEL, PC 06-19-14, G12
 2000  8.28158175E-01  0.13195         0.0143        
 2001  7.96846379E-01  0.06898         0.00747       
 2002  7.6559551E-01   0.09357         0.01014       
 2003  7.34322513E-01  0.08043         0.00871       
 2004  7.03146548E-01  0.08984         0.00973       
 2005  6.71849879E-01  0.03508         0.0038        
 2006  6.40645912E-01  0.01655         0.00179       
 2007  6.09315151E-01  0.01656         0.00179       
 2008  5.78142481E-01  0.01079         0.00117       
 2009  5.46832807E-01  0.01076         0.00117       
 2010  5.15636372E-01  0.00178         0.00019       
 2011  4.53057199E-01  0.00048         0.00005       
 2012  3.90570472E-01  0.00084         0.00009       
 2013  3.59345405E-01  0.00014         0.00002       
 2014  2.65556127E-01  0.00039         0.00004       
 2015  2.34463509E-01  0.00044         0.00005       
 2016  2.03129107E-01  0.00054         0.00006       
 2017  1.71929111E-01  0.00061         0.00007       
 2018  1.09387358E-01  0.00125         0.00014       
 2019  7.81111127E-02  0.00012         0.00001       
 2020  4.69321226E-02  0.0003          0.00003       
 2021  1.57073294E-02  0.00018         0.00002       
 2022 -3.12362994E-02  0.00033         0.00004       
 2023 -1.09387334E-01  0.00045         0.00005       
 2024 -2.03129083E-01  0.0004          0.00004       
 2025 -2.96874908E-01  0.00016         0.00002       
 2026 -3.9057045E-01   0.00087         0.00009       
 2027 -4.8435159E-01   0.00134         0.00015       
 2028 -5.78142461E-01  0.00116         0.00013       
 2029 -6.71849861E-01  0.00073         0.00008       
 2030 -7.65595494E-01  0.00252         0.00027       
