1.275 & 0.025 & 0.796846376179404 & 0.015625 & 1.17715 & 0.10622 
1.275 & 0.025 & 0.765595506067851 & 0.015625 & 1.19906 & 0.09489 
1.275 & 0.025 & 0.734322509435686 & 0.015625 & 0.99729 & 0.07436 
1.275 & 0.025 & 0.703146544139477 & 0.015625 & 0.95480 & 0.06917 
1.275 & 0.025 & 0.671849873884635 & 0.015625 & 0.90795 & 0.06495 
1.275 & 0.025 & 0.640645906533562 & 0.015625 & 0.79603 & 0.05699 
1.275 & 0.025 & 0.609315145729058 & 0.015625 & 0.83430 & 0.05942 
1.275 & 0.025 & 0.578142474934545 & 0.015625 & 0.78008 & 0.05541 
1.275 & 0.025 & 0.546832800471972 & 0.015625 & 0.70094 & 0.05007 
1.275 & 0.025 & 0.515636365015301 & 0.015625 & 0.67303 & 0.04869 
1.275 & 0.025 & 0.484351604002836 & 0.015625 & 0.67389 & 0.04935 
1.275 & 0.025 & 1 & 0.015625 & 0.00000 & 0.00000 
1.325 & 0.025 & 0.796846376179404 & 0.015625 & 1.15936 & 0.10483 
1.325 & 0.025 & 0.765595506067851 & 0.015625 & 1.36229 & 0.10657 
1.325 & 0.025 & 0.734322509435686 & 0.015625 & 1.11529 & 0.08287 
1.325 & 0.025 & 0.703146544139477 & 0.015625 & 1.05633 & 0.07671 
1.325 & 0.025 & 0.671849873884635 & 0.015625 & 0.86702 & 0.06252 
1.325 & 0.025 & 0.640645906533562 & 0.015625 & 0.74308 & 0.05354 
1.325 & 0.025 & 0.609315145729058 & 0.015625 & 0.76723 & 0.05512 
1.325 & 0.025 & 0.578142474934545 & 0.015625 & 0.73871 & 0.05305 
1.325 & 0.025 & 0.546832800471972 & 0.015625 & 0.59860 & 0.04340 
1.325 & 0.025 & 0.515636365015301 & 0.015625 & 0.58863 & 0.04302 
1.325 & 0.025 & 0.484351604002836 & 0.015625 & 0.52270 & 0.03920 
1.325 & 0.025 & 1 & 0.015625 & 0.00000 & 0.00000 
1.375 & 0.025 & 0.796846376179404 & 0.015625 & 1.37011 & 0.12817 
1.375 & 0.025 & 0.765595506067851 & 0.015625 & 1.42926 & 0.11684 
1.375 & 0.025 & 0.734322509435686 & 0.015625 & 1.16296 & 0.09017 
1.375 & 0.025 & 0.703146544139477 & 0.015625 & 0.96559 & 0.07298 
1.375 & 0.025 & 0.671849873884635 & 0.015625 & 0.81916 & 0.06138 
1.375 & 0.025 & 0.640645906533562 & 0.015625 & 0.74218 & 0.05551 
1.375 & 0.025 & 0.609315145729058 & 0.015625 & 0.52537 & 0.03971 
1.375 & 0.025 & 0.578142474934545 & 0.015625 & 0.51333 & 0.03875 
1.375 & 0.025 & 0.546832800471972 & 0.015625 & 0.47092 & 0.03578 
1.375 & 0.025 & 0.515636365015301 & 0.015625 & 0.41454 & 0.03234 
1.375 & 0.025 & 0.484351604002836 & 0.015625 & 0.36559 & 0.02998 
1.375 & 0.025 & 0.453057191131729 & 0.015625 & 0.35146 & 0.02976 
1.375 & 0.025 & 0.421827198173976 & 0.015625 & 0.38039 & 0.03310 
1.375 & 0.025 & 1 & 0.015625 & 0.00000 & 0.00000 
1.375 & 0.025 & 1 & 0.015625 & 0.00000 & 0.00000 
1.425 & 0.025 & 0.796846376179404 & 0.015625 & 1.65055 & 0.13623 
1.425 & 0.025 & 0.765595506067851 & 0.015625 & 1.74775 & 0.13217 
1.425 & 0.025 & 0.734322509435686 & 0.015625 & 1.38583 & 0.10170 
1.425 & 0.025 & 0.703146544139477 & 0.015625 & 1.17101 & 0.08450 
1.425 & 0.025 & 0.671849873884635 & 0.015625 & 0.84709 & 0.06116 
1.425 & 0.025 & 0.640645906533562 & 0.015625 & 0.71413 & 0.05161 
1.425 & 0.025 & 0.609315145729058 & 0.015625 & 0.58676 & 0.04252 
1.425 & 0.025 & 0.578142474934545 & 0.015625 & 0.47295 & 0.03446 
1.425 & 0.025 & 0.546832800471972 & 0.015625 & 0.41269 & 0.03031 
1.425 & 0.025 & 0.515636365015301 & 0.015625 & 0.34332 & 0.02573 
1.425 & 0.025 & 0.484351604002836 & 0.015625 & 0.31620 & 0.02426 
1.425 & 0.025 & 0.453057191131729 & 0.015625 & 0.31541 & 0.02503 
1.425 & 0.025 & 0.421827198173976 & 0.015625 & 0.26837 & 0.02239 
1.425 & 0.025 & 1 & 0.015625 & 0.00000 & 0.00000 
1.425 & 0.025 & 1 & 0.015625 & 0.00000 & 0.00000 
1.475 & 0.025 & 0.796846376179404 & 0.015625 & 1.88777 & 0.15780 
1.475 & 0.025 & 0.765595506067851 & 0.015625 & 1.61567 & 0.12218 
1.475 & 0.025 & 0.734322509435686 & 0.015625 & 1.28385 & 0.09465 
1.475 & 0.025 & 0.703146544139477 & 0.015625 & 1.01308 & 0.07357 
1.475 & 0.025 & 0.671849873884635 & 0.015625 & 0.87320 & 0.06327 
1.475 & 0.025 & 0.640645906533562 & 0.015625 & 0.64226 & 0.04680 
1.475 & 0.025 & 0.609315145729058 & 0.015625 & 0.53031 & 0.03867 
1.475 & 0.025 & 0.578142474934545 & 0.015625 & 0.40882 & 0.03007 
1.475 & 0.025 & 0.546832800471972 & 0.015625 & 0.33622 & 0.02503 
1.475 & 0.025 & 0.515636365015301 & 0.015625 & 0.27384 & 0.02089 
1.475 & 0.025 & 0.484351604002836 & 0.015625 & 0.20654 & 0.01643 
1.475 & 0.025 & 0.453057191131729 & 0.015625 & 0.18788 & 0.01555 
1.475 & 0.025 & 0.421827198173976 & 0.015625 & 0.21255 & 0.01813 
1.475 & 0.025 & 1 & 0.015625 & 0.00000 & 0.00000 
1.475 & 0.025 & 1 & 0.015625 & 0.00000 & 0.00000 
1.525 & 0.025 & 0.796846376179404 & 0.015625 & 1.73347 & 0.14320 
1.525 & 0.025 & 0.765258558393128 & 0.015625 & 1.68609 & 0.12832 
1.525 & 0.025 & 0.734322509435686 & 0.015625 & 1.35609 & 0.10052 
1.525 & 0.025 & 0.703146544139477 & 0.015625 & 1.06554 & 0.07806 
1.525 & 0.025 & 0.671849873884635 & 0.015625 & 0.81736 & 0.05997 
1.525 & 0.025 & 0.640645906533562 & 0.015625 & 0.68250 & 0.05009 
1.525 & 0.025 & 0.609315145729058 & 0.015625 & 0.55645 & 0.04097 
1.525 & 0.025 & 0.578142474934545 & 0.015625 & 0.40935 & 0.03042 
1.525 & 0.025 & 0.546832800471972 & 0.015625 & 0.28562 & 0.02177 
1.525 & 0.025 & 0.515636365015301 & 0.015625 & 0.21952 & 0.01724 
1.525 & 0.025 & 0.484351604002836 & 0.015625 & 0.16379 & 0.01356 
1.525 & 0.025 & 0.453057191131729 & 0.015625 & 0.16201 & 0.01388 
1.525 & 0.025 & 0.421827198173976 & 0.015625 & 0.15661 & 0.01401 
1.525 & 0.025 & 0.390570464134181 & 0.015625 & 0.19414 & 0.01736 
1.525 & 0.025 & 1 & 0.015625 & 0.00000 & 0.00000 
1.575 & 0.025 & 0.796846376179404 & 0.015625 & 1.60995 & 0.13951 
1.575 & 0.025 & 0.765595506067851 & 0.015625 & 1.31952 & 0.10530 
1.575 & 0.025 & 0.734322509435686 & 0.015625 & 1.16908 & 0.08976 
1.575 & 0.025 & 0.703146544139477 & 0.015625 & 0.90405 & 0.06824 
1.575 & 0.025 & 0.671849873884635 & 0.015625 & 0.71242 & 0.05378 
1.575 & 0.025 & 0.640645906533562 & 0.015625 & 0.54858 & 0.04168 
1.575 & 0.025 & 0.609315145729058 & 0.015625 & 0.43357 & 0.03301 
1.575 & 0.025 & 0.578142474934545 & 0.015625 & 0.30765 & 0.02384 
1.575 & 0.025 & 0.546832800471972 & 0.015625 & 0.22217 & 0.01775 
1.575 & 0.025 & 0.515636365015301 & 0.015625 & 0.16502 & 0.01382 
1.575 & 0.025 & 0.484351604002836 & 0.015625 & 0.11528 & 0.01043 
1.575 & 0.025 & 0.453057191131729 & 0.015625 & 0.10425 & 0.00992 
1.575 & 0.025 & 0.421827198173976 & 0.015625 & 0.09678 & 0.00996 
1.575 & 0.025 & 0.390570464134181 & 0.015625 & 0.13654 & 0.01374 
1.575 & 0.025 & 1 & 0.015625 & 0.00000 & 0.00000 
1.625 & 0.025 & 0.796846376179404 & 0.015625 & 1.62741 & 0.14000 
1.625 & 0.025 & 0.765595506067851 & 0.015625 & 1.45477 & 0.11501 
1.625 & 0.025 & 0.734322509435686 & 0.015625 & 1.02727 & 0.07870 
1.625 & 0.025 & 0.703146544139477 & 0.015625 & 0.97473 & 0.07341 
1.625 & 0.025 & 0.671849873884635 & 0.015625 & 0.75077 & 0.05644 
1.625 & 0.025 & 0.640645906533562 & 0.015625 & 0.60086 & 0.04529 
1.625 & 0.025 & 0.609315145729058 & 0.015625 & 0.48105 & 0.03638 
1.625 & 0.025 & 0.578142474934545 & 0.015625 & 0.34067 & 0.02616 
1.625 & 0.025 & 0.546832800471972 & 0.015625 & 0.22942 & 0.01821 
1.625 & 0.025 & 0.515636365015301 & 0.015625 & 0.16390 & 0.01356 
1.625 & 0.025 & 0.484351604002836 & 0.015625 & 0.11342 & 0.01012 
1.625 & 0.025 & 0.453057191131729 & 0.015625 & 0.10681 & 0.00979 
1.625 & 0.025 & 0.421827198173976 & 0.015625 & 0.10482 & 0.01011 
1.625 & 0.025 & 0.390570464134181 & 0.015625 & 0.10950 & 0.01092 
1.625 & 0.025 & 1 & 0.015625 & 0.00000 & 0.00000 
1.675 & 0.025 & 0.796846376179404 & 0.015625 & 1.58657 & 0.13938 
1.675 & 0.025 & 0.765595506067851 & 0.015625 & 1.31033 & 0.10788 
1.675 & 0.025 & 0.734322509435686 & 0.015625 & 0.99102 & 0.07856 
1.675 & 0.025 & 0.703146544139477 & 0.015625 & 0.78402 & 0.06093 
1.675 & 0.025 & 0.671849873884635 & 0.015625 & 0.63741 & 0.04951 
1.675 & 0.025 & 0.640645906533562 & 0.015625 & 0.53390 & 0.04132 
1.675 & 0.025 & 0.609315145729058 & 0.015625 & 0.40858 & 0.03176 
1.675 & 0.025 & 0.578142474934545 & 0.015625 & 0.29028 & 0.02303 
1.675 & 0.025 & 0.546832800471972 & 0.015625 & 0.22221 & 0.01810 
1.675 & 0.025 & 0.515636365015301 & 0.015625 & 0.15443 & 0.01320 
1.675 & 0.025 & 0.484351604002836 & 0.015625 & 0.11657 & 0.01056 
1.675 & 0.025 & 0.453057191131729 & 0.015625 & 0.09491 & 0.00916 
