 1325.000  11  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
 KUNKEL, PC 06-19-14, G12
  34.09 0.14088  0.01224  37.17 0.11710  0.01018  40.04 0.13520  0.01175
  42.75 0.16024  0.01392  45.32 0.14401  0.01251  47.79 0.11047  0.00960
  50.16 0.11363  0.00987  52.46 0.13472  0.01171  54.68 0.13730  0.01193
  56.85 0.11082  0.00963  58.96 0.09639  0.00838  61.03 0.09439  0.00820
  63.06 0.05968  0.00518  65.05 0.04382  0.00381  67.01 0.04802  0.00417
  68.94 0.03507  0.00305  70.84 0.03077  0.00267  72.73 0.01691  0.00147
  74.60 0.01085  0.00094  76.44 0.00579  0.00050  78.28 0.00519  0.00045
 3575.000  21  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  40.04 0.11628  0.01022  42.75 0.09173  0.00807  45.32 0.07404  0.00651
  47.79 0.06798  0.00598  50.16 0.06514  0.00573  52.46 0.07736  0.00680
  54.68 0.07696  0.00677  56.85 0.07350  0.00646  58.96 0.05580  0.00491
  61.03 0.03888  0.00342  63.06 0.03240  0.00299  65.05 0.02095  0.00184
  67.01 0.02343  0.00206  68.94 0.01314  0.00116  70.84 0.01331  0.00117
  72.73 0.00921  0.00081  74.60 0.00450  0.00040  76.44 0.00406  0.00036
  78.28 0.00127  0.00011  80.10 0.00064  0.00006  81.92 0.00019  0.00002
 3625.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.20117  0.01779  34.09 0.17548  0.01552  37.17 0.13295  0.01176
  40.04 0.16209  0.01434  42.75 0.15535  0.01374  45.32 0.11108  0.00983
  47.79 0.09455  0.00836  50.16 0.13405  0.01186  52.46 0.15254  0.01349
  54.68 0.12431  0.01100  56.85 0.11338  0.01003  58.96 0.09236  0.00817
  61.03 0.06206  0.00549  63.06 0.04128  0.00365  65.05 0.04193  0.00371
  67.01 0.02930  0.00259  68.94 0.02299  0.00203  70.84 0.01586  0.00140
  72.73 0.01316  0.00116  74.60 0.00814  0.00072  76.44 0.00371  0.00033
  78.28 0.00370  0.00033  80.10 0.00444  0.00039  81.92 0.00160  0.00014
  83.72 0.00158  0.00014  85.52 0.00218  0.00019  87.31 0.00357  0.00032
  89.11 0.00272  0.00024  91.79 0.00355  0.00031  96.28 0.00381  0.00034
 101.72 0.00411  0.00036 107.27 0.00432  0.00038 112.99 0.00460  0.00041
 118.97 0.00893  0.00079 125.32 0.00928  0.00082 132.21 0.01196  0.00106
 3675.000  37  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  27.05 0.78444  0.06979  30.75 0.33999  0.03025  34.09 0.13857  0.01233
  37.17 0.14449  0.01286  40.04 0.15660  0.01393  42.75 0.16120  0.01434
  45.32 0.11745  0.01045  47.79 0.10629  0.00946  50.16 0.15025  0.01337
  52.46 0.12449  0.01108  54.68 0.13718  0.01221  56.85 0.11718  0.01043
  58.96 0.09564  0.00851  61.03 0.06081  0.00541  63.06 0.04812  0.00428
  65.05 0.04328  0.00385  67.01 0.02910  0.00259  68.94 0.01789  0.00159
  70.84 0.01320  0.00118  72.73 0.00874  0.00078  74.60 0.00704  0.00063
  76.44 0.00541  0.00048  78.28 0.00458  0.00041  80.10 0.00188  0.00017
  81.92 0.00233  0.00021  83.72 0.00094  0.00008  85.52 0.00334  0.00030
  87.31 0.00185  0.00017  89.10 0.00207  0.00018  91.79 0.00438  0.00039
  96.28 0.00521  0.00046 101.72 0.00436  0.00039 107.27 0.00436  0.00039
 112.99 0.00427  0.00038 118.97 0.00646  0.00058 125.32 0.01099  0.00099
 132.21 0.01432  0.00127   0.00 0.00000  0.00000   0.00 0.00000  0.00000
 3725.000  37  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.30637  0.02742  34.09 0.10769  0.00964  37.17 0.13029  0.01166
  40.04 0.11947  0.01069  42.75 0.13879  0.01242  45.32 0.10340  0.00925
  47.79 0.09637  0.00862  50.16 0.13125  0.01175  52.46 0.10482  0.00938
  54.68 0.11004  0.00985  56.85 0.08351  0.00747  58.96 0.06099  0.00546
  61.03 0.04603  0.00412  63.06 0.03171  0.00284  65.05 0.02890  0.00259
  67.01 0.02233  0.00200  68.94 0.01580  0.00141  70.84 0.01392  0.00125
  72.73 0.00517  0.00046  74.60 0.00453  0.00041  76.44 0.00233  0.00021
  78.28 0.00164  0.00015  80.10 0.00060  0.00005  81.92 0.00190  0.00017
  83.72 0.00227  0.00020  85.52 0.00096  0.00009  87.31 0.00305  0.00027
  89.11 0.00117  0.00011  91.79 0.00401  0.00036  96.28 0.00440  0.00039
 101.72 0.00335  0.00030 107.27 0.00341  0.00031 112.99 0.00313  0.00028
 118.97 0.00516  0.00046 125.32 0.00822  0.00074 132.21 0.01442  0.00129
 139.96 0.00939  0.00084   0.00 0.00000  0.00000   0.00 0.00000  0.00000
 3775.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.56958  0.05128  34.09 0.14974  0.01348  37.17 0.10713  0.00964
  40.04 0.18654  0.01679  42.75 0.16606  0.01495  45.32 0.11881  0.01070
  47.79 0.11330  0.01020  50.16 0.14881  0.01340  52.46 0.15898  0.01431
  54.68 0.14982  0.01349  56.85 0.11510  0.01036  58.96 0.09109  0.00820
  61.03 0.04643  0.00418  63.06 0.04539  0.00409  65.05 0.03347  0.00301
  67.01 0.01931  0.00174  68.94 0.01836  0.00165  70.84 0.00832  0.00075
  72.73 0.00825  0.00074  74.60 0.00533  0.00048  76.44 0.00449  0.00040
  78.28 0.00353  0.00032  80.10 0.00129  0.00012  81.92 0.00223  0.00020
  83.72 0.00278  0.00025  85.52 0.00371  0.00033  87.31 0.00467  0.00042
  89.10 0.00470  0.00042  91.79 0.00506  0.00046  96.28 0.00416  0.00037
 101.72 0.00273  0.00025 107.27 0.00227  0.00021 112.99 0.00343  0.00031
 118.97 0.00473  0.00043 125.32 0.01447  0.00130 132.21 0.01822  0.00164
 3825.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.15182  0.01375  34.09 0.09798  0.00887  37.17 0.10752  0.00974
  40.04 0.13314  0.01206  42.75 0.14055  0.01273  45.32 0.11669  0.01057
  47.79 0.12018  0.01088  50.16 0.12149  0.01100  52.46 0.14939  0.01353
  54.68 0.11341  0.01027  56.85 0.09388  0.00850  58.96 0.06286  0.00569
  61.03 0.04125  0.00374  63.06 0.03979  0.00360  65.05 0.02692  0.00244
  67.01 0.01922  0.00174  68.94 0.00875  0.00079  70.84 0.00772  0.00070
  72.73 0.00508  0.00046  74.60 0.00316  0.00029  76.44 0.00159  0.00014
  78.28 0.00083  0.00008  80.10 0.00172  0.00016  81.92 0.00169  0.00015
  83.72 0.00166  0.00015  85.52 0.00162  0.00015  87.31 0.00332  0.00030
  89.10 0.00137  0.00012  91.79 0.00200  0.00018  96.28 0.00383  0.00035
 101.72 0.00333  0.00030 107.27 0.00276  0.00025 112.99 0.00394  0.00036
 118.97 0.00446  0.00040 125.32 0.00967  0.00088 132.21 0.01420  0.00129
 3875.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.15579  0.01419  34.09 0.10524  0.00959  37.17 0.08214  0.00748
  40.04 0.16710  0.01522  42.75 0.10765  0.00981  45.32 0.10973  0.00999
  47.79 0.11880  0.01082  50.16 0.12522  0.01141  52.46 0.13815  0.01258
  54.68 0.10112  0.00921  56.85 0.08391  0.00764  58.96 0.06625  0.00603
  61.03 0.03721  0.00339  63.06 0.03794  0.00346  65.05 0.02209  0.00201
  67.01 0.01930  0.00176  68.94 0.00808  0.00074  70.84 0.00787  0.00072
  72.73 0.00468  0.00043  74.60 0.00227  0.00021  76.44 0.00117  0.00011
  78.28 0.00128  0.00012  80.10 0.00096  0.00009  81.92 0.00178  0.00016
  83.72 0.00168  0.00015  85.52 0.00308  0.00028  87.31 0.00286  0.00026
  89.10 0.00315  0.00029  91.79 0.00133  0.00012  96.28 0.00299  0.00027
 101.72 0.00301  0.00027 107.27 0.00196  0.00018 112.99 0.00296  0.00027
 118.97 0.00584  0.00053 125.32 0.00896  0.00082 132.21 0.00841  0.00077
 3925.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  34.09 0.10316  0.00945  37.17 0.12289  0.01126  40.04 0.14101  0.01292
  42.75 0.12013  0.01101  45.32 0.10954  0.01004  47.79 0.10250  0.00939
  50.16 0.13043  0.01195  52.46 0.11874  0.01088  54.68 0.09834  0.00901
  56.85 0.07925  0.00726  58.96 0.04647  0.00426  61.03 0.03254  0.00298
  63.06 0.03282  0.00301  65.05 0.01788  0.00164  67.01 0.01626  0.00149
  68.94 0.00765  0.00070  70.85 0.00527  0.00048  72.73 0.00193  0.00018
  74.60 0.00222  0.00020  76.44 0.00190  0.00017  78.28 0.00120  0.00011
  80.10 0.00069  0.00006  81.92 0.00083  0.00008  83.72 0.00114  0.00011
  85.52 0.00145  0.00013  87.31 0.00388  0.00036  89.11 0.00150  0.00014
  91.79 0.00185  0.00017  96.28 0.00388  0.00036 101.72 0.00263  0.00024
 107.27 0.00226  0.00021 112.99 0.00199  0.00018 118.97 0.00594  0.00054
 125.32 0.00931  0.00085 132.21 0.01201  0.00110 139.96 0.00900  0.00083
 3975.000  37  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.17900  0.01649  34.09 0.05941  0.00547  37.17 0.12088  0.01114
  40.04 0.12186  0.01123  42.75 0.10544  0.00972  45.32 0.09643  0.00889
  47.79 0.10471  0.00965  50.16 0.11623  0.01071  52.46 0.10844  0.00999
  54.68 0.10259  0.00945  56.85 0.07642  0.00704  58.96 0.03463  0.00319
  61.03 0.03414  0.00315  63.06 0.02449  0.00226  65.05 0.02191  0.00202
  67.01 0.01036  0.00095  68.94 0.00776  0.00072  70.85 0.00454  0.00042
  72.73 0.00343  0.00032  74.60 0.00037  0.00034  76.44 0.00123  0.00011
  78.28 0.00137  0.00013  80.10 0.00111  0.00010  81.92 0.00088  0.00008
  83.72 0.00156  0.00014  85.52 0.00196  0.00018  87.31 0.00254  0.00023
  89.11 0.00080  0.00007  91.79 0.00299  0.00028  96.28 0.00277  0.00026
 101.72 0.00187  0.00017 107.27 0.00076  0.00007 112.99 0.00167  0.00015
 118.97 0.00623  0.00057 125.32 0.00762  0.00070 132.21 0.01260  0.00116
 139.96 0.00921  0.00085   0.00 0.00000  0.00000   0.00 0.00000  0.00000
 4025.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  37.17 0.17955  0.01664  40.04 0.18580  0.01722  42.75 0.10672  0.00989 
  45.32 0.12923  0.01198  47.79 0.10711  0.00993  50.16 0.11940  0.01107
  52.46 0.11361  0.01053  54.68 0.10904  0.01011  56.85 0.06903  0.00640
  58.96 0.04429  0.00411  61.03 0.02707  0.00251  63.06 0.02596  0.00241
  65.05 0.01866  0.00173  67.01 0.00848  0.00079  68.94 0.00537  0.00050
  70.84 0.00306  0.00028  72.73 0.00258  0.00024  74.60 0.00087  0.00008
  76.44 0.00113  0.00011  78.28 0.00111  0.00010  80.10 0.00234  0.00022
  81.92 0.00153  0.00014  83.72 0.00243  0.00023  85.52 0.00099  0.00009
  87.31 0.00107  0.00010  89.10 0.00321  0.00030  91.79 0.00252  0.00023
  96.28 0.00318  0.00030 101.72 0.00272  0.00025 107.27 0.00123  0.00011
 112.99 0.00296  0.00027 118.97 0.00546  0.00051 125.32 0.00882  0.00082
 132.21 0.00483  0.00045 139.96 0.00797  0.00074   0.00 0.00000  0.00000
 4075.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  34.09 0.11256  0.01049  37.17 0.11356  0.01059  40.04 0.12810  0.01194
  42.75 0.12374  0.01154  45.32 0.08960  0.00835  47.79 0.10617  0.00990
  50.16 0.11998  0.01119  52.46 0.11071  0.01032  54.68 0.09671  0.00902
  56.85 0.06517  0.00608  58.96 0.04444  0.00414  61.03 0.03074  0.00287
  63.06 0.02019  0.00188  65.05 0.01156  0.00108  67.01 0.00803  0.00075
  68.94 0.00626  0.00058  70.84 0.00193  0.00018  72.73 0.00176  0.00016
  74.60 0.00031  0.00003  76.44 0.00110  0.00010  78.28 0.00051  0.00005
  80.10 0.00097  0.00009  81.92 0.00298  0.00028  83.72 0.00101  0.00009
  85.52 0.00197  0.00018  87.31 0.00168  0.00016  89.10 0.00240  0.00022
  91.79 0.00268  0.00025  96.28 0.00176  0.00016 101.72 0.00232  0.00022
 107.27 0.00179  0.00017 112.99 0.00229  0.00021 118.97 0.00382  0.00036
 125.32 0.00629  0.00059 132.21 0.02991  0.00279   0.00 0.00000  0.00000
 4125.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  34.09 0.10852  0.01018  37.17 0.13500  0.01266  40.04 0.10676  0.01001
  42.75 0.10727  0.01006  45.32 0.11732  0.01100  47.79 0.12234  0.01147
  50.16 0.14444  0.01354  52.46 0.09653  0.00905  54.68 0.07961  0.00746
  56.85 0.04990  0.00468  58.96 0.03483  0.00327  61.03 0.02455  0.00230
  63.06 0.02465  0.00231  65.05 0.01331  0.00125  67.01 0.00707  0.00066
  68.94 0.00535  0.00050  70.84 0.00388  0.00036  72.73 0.00099  0.00009
  74.60 0.00071  0.00007  76.44 0.00195  0.00018  78.28 0.00118  0.00011
  80.10 0.00034  0.00003  81.92 0.00168  0.00016  83.72 0.00195  0.00018
  85.52 0.00227  0.00021  87.31 0.00309  0.00029  89.10 0.00256  0.00024
  91.79 0.00208  0.00020  96.28 0.00193  0.00018 101.72 0.00232  0.00022
 107.27 0.00168  0.00016 112.99 0.00203  0.00019 118.97 0.00558  0.00052
 125.32 0.00686  0.00064 132.21 0.00530  0.00050 139.96 0.00997  0.00094
 4175.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  34.09 0.15984  0.01507  37.17 0.08028  0.00757  40.04 0.10531  0.00993
  42.75 0.14346  0.01353  45.32 0.08508  0.00802  47.79 0.11280  0.01064
  50.16 0.11580  0.01092  52.46 0.08309  0.00784  54.68 0.08466  0.00798
  56.85 0.04304  0.00406  58.96 0.03000  0.00283  61.03 0.01916  0.00181
  63.05 0.01562  0.00147  65.05 0.01136  0.00107  67.01 0.00425  0.00040
  68.94 0.00410  0.00039  70.84 0.00088  0.00008  72.73 0.00098  0.00009
  74.60 0.00051  0.00005  76.44 0.00111  0.00011  78.28 0.00134  0.00013
  80.10 0.00149  0.00014  81.92 0.00029  0.00003  83.72 0.00128  0.00012
  85.52 0.00162  0.00015  87.31 0.00144  0.00014  89.10 0.00115  0.00011
  91.79 0.00173  0.00016  96.28 0.00235  0.00022 101.72 0.00143  0.00014
 107.27 0.00115  0.00011 112.99 0.00318  0.00030 118.97 0.00199  0.00019
 125.32 0.00626  0.00059 132.21 0.01102  0.00104   0.00 0.00000  0.00000
 4225.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.41367  0.03923  34.09 0.18625  0.01767  37.17 0.12109  0.01149
  40.04 0.13632  0.01293  42.75 0.10074  0.00955  45.32 0.11375  0.01079
  47.79 0.12114  0.01149  50.16 0.11858  0.01125  52.46 0.09797  0.00929
  54.68 0.06819  0.00647  56.85 0.03838  0.00364  58.96 0.02450  0.00232
  61.03 0.01808  0.00172  63.06 0.01728  0.00164  65.05 0.00532  0.00051
  67.01 0.01098  0.00104  68.94 0.00294  0.00028  72.73 0.00069  0.00007
  74.60 0.00042  0.00004  76.44 0.00032  0.00003  78.28 0.00064  0.00006
  80.10 0.00110  0.00010  81.92 0.00184  0.00017  83.72 0.00135  0.00013
  85.52 0.00206  0.00020  87.31 0.00086  0.00008  89.10 0.00142  0.00014
  91.79 0.00272  0.00026  96.28 0.00088  0.00008 101.72 0.00089  0.00008
 107.27 0.00109  0.00010 112.99 0.00152  0.00014 118.97 0.00319  0.00030
 125.32 0.00498  0.00047 132.21 0.00352  0.00033 139.96 0.00846  0.00080
 4275.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.10877  0.01038  34.09 0.14846  0.01416  37.17 0.13305  0.01269
  40.04 0.10331  0.00985  42.75 0.09244  0.00882  45.32 0.09428  0.00899
  47.79 0.10313  0.00984  50.16 0.09815  0.00936  52.46 0.08779  0.00837
  54.68 0.05911  0.00564  56.85 0.03583  0.00342  58.96 0.02646  0.00252
  61.03 0.01535  0.00146  63.06 0.01522  0.00145  65.05 0.00551  0.00053
  67.01 0.01002  0.00096  68.94 0.03913  0.00037  70.84 0.01015  0.00010
  74.60 0.00038  0.00004  76.44 0.00179  0.00017  78.28 0.00107  0.00010
  80.10 0.00130  0.00012  81.92 0.00156  0.00015  83.72 0.00096  0.00009
  85.52 0.00137  0.00013  87.31 0.00094  0.00009  89.10 0.00141  0.00013
  91.79 0.00152  0.00015  96.28 0.00188  0.00018 101.72 0.00102  0.00010
 107.27 0.00199  0.00019 112.99 0.00263  0.00025 118.97 0.00176  0.00017
 125.32 0.00562  0.00054 132.21 0.00457  0.00044 139.96 0.00382  0.00036
 4325.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.09990  0.00958  34.09 0.08870  0.00851  37.17 0.14322  0.01374
  40.04 0.12318  0.01182  42.75 0.12542  0.01203  45.32 0.12272  0.01177
  47.79 0.10141  0.00973  50.16 0.11301  0.01084  52.46 0.09439  0.00906
  54.68 0.07010  0.00673  56.85 0.03055  0.00293  58.96 0.02745  0.00263
  61.03 0.01448  0.00139  63.06 0.00608  0.00058  65.05 0.01116  0.00107
  67.01 0.00145  0.00014  68.94 0.00099  0.00010  70.84 0.00055  0.00005
  74.60 0.00057  0.00006  76.44 0.00157  0.00015  78.28 0.00169  0.00016
  80.10 0.00044  0.00004  81.92 0.00078  0.00008  83.72 0.00110  0.00011
  85.52 0.00049  0.00005  87.31 0.00244  0.00023  89.10 0.00153  0.00015
  91.79 0.00183  0.00018  96.28 0.00120  0.00012 101.72 0.00076  0.00007
 107.27 0.00152  0.00015 112.99 0.00298  0.00029 118.97 0.00350  0.00034
 125.32 0.00687  0.00066 132.21 0.00710  0.00068   0.00 0.00000  0.00000
 4375.000  32  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  37.17 0.18101  0.01747  40.04 0.12892  0.01244  42.75 0.10717  0.01034
  45.32 0.09892  0.00954  47.79 0.09026  0.00871  50.16 0.09198  0.00888
  52.46 0.09209  0.00889  54.68 0.04505  0.00435  56.85 0.03170  0.00306
  58.96 0.02851  0.00275  61.03 0.02336  0.00225  63.06 0.01140  0.00110
  65.05 0.00664  0.00064  67.01 0.00546  0.00053  68.94 0.00118  0.00011
  72.73 0.00191  0.00019  74.60 0.00057  0.00006  76.44 0.00118  0.00011
  78.28 0.00110  0.00011  80.10 0.00103  0.00010  81.92 0.00146  0.00014
  83.72 0.00155  0.00015  85.52 0.00101  0.00010  87.31 0.00087  0.00008
  91.79 0.00133  0.00013  96.28 0.00181  0.00018 101.72 0.00165  0.00016
 107.27 0.00065  0.00006 112.99 0.00177  0.00017 118.97 0.00137  0.00013
 125.32 0.00491  0.00047 132.21 0.00542  0.00052   0.00 0.00000  0.00000
 4425.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  34.09 0.06788  0.00659  37.17 0.09501  0.00922  40.04 0.12697  0.01232
  42.75 0.08894  0.00863  45.32 0.07869  0.00764  47.79 0.10047  0.00975
  50.16 0.12053  0.01170  52.46 0.08154  0.00791  54.68 0.03096  0.00300
  56.85 0.03028  0.00294  58.96 0.03265  0.00317  61.03 0.02295  0.00223
  63.06 0.01080  0.00105  65.05 0.00951  0.00092  67.01 0.00234  0.00023
  68.94 0.00006  0.00001  70.84 0.00126  0.00012  72.73 0.00077  0.00007
  74.60 0.00076  0.00007  76.44 0.00119  0.00012  78.28 0.00139  0.00014
  80.10 0.00067  0.00007  81.92 0.00050  0.00005  83.72 0.00098  0.00010
  85.52 0.00135  0.00013  87.31 0.00171  0.00017  89.10 0.00221  0.00021
  91.79 0.00076  0.00007  96.28 0.00153  0.00015 101.72 0.00111  0.00011
 107.27 0.00162  0.00016 112.99 0.00320  0.00031 118.97 0.00486  0.00047
 125.32 0.00453  0.00044 132.21 0.01114  0.00108   0.00 0.00000  0.00000
 4475.000  37  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.12399  0.01210  34.09 0.05761  0.00562  37.17 0.12516  0.01221
  40.04 0.10132  0.00989  42.75 0.11503  0.01123  45.32 0.08883  0.00867
  47.79 0.11072  0.01080  50.16 0.08049  0.00785  52.46 0.06621  0.00646
  54.68 0.04215  0.00411  56.85 0.02654  0.00259  58.96 0.02202  0.00215
  61.03 0.01791  0.00175  63.06 0.00972  0.00095  65.05 0.00188  0.00018
  67.01 0.00265  0.00026  68.94 0.00102  0.00010  70.84 0.00025  0.00003
  72.73 0.00060  0.00006  74.60 0.00124  0.00012  76.44 0.00118  0.00012
  78.28 0.00069  0.00007  80.10 0.00033  0.00003  81.92 0.00096  0.00009
  83.72 0.00036  0.00003  85.52 0.00191  0.00019  87.31 0.00079  0.00008
  89.10 0.00153  0.00015  91.79 0.00166  0.00016  96.28 0.00100  0.00010
 101.72 0.00082  0.00008 107.27 0.00079  0.00008 112.99 0.00191  0.00019
 118.97 0.00415  0.00041 125.32 0.00649  0.00063 132.21 0.00332  0.00032
 139.96 0.00730  0.00071   0.00 0.00000  0.00000   0.00 0.00000  0.00000
 4525.000  35  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  34.09 0.16915  0.01660  37.17 0.19662  0.01930  40.04 0.10711  0.01051
  42.75 0.09400  0.00923  45.32 0.09336  0.00916  47.79 0.10434  0.01024
  50.16 0.08064  0.00791  52.46 0.07114  0.00698  54.68 0.02958  0.00290
  56.85 0.02538  0.00249  58.96 0.02042  0.00200  61.03 0.01690  0.00166
  63.06 0.00563  0.00055  65.05 0.00827  0.00081  67.01 0.00556  0.00055
  68.94 0.00101  0.00010  70.84 0.00024  0.00002  74.60 0.00067  0.00007
  76.44 0.00224  0.00022  78.28 0.00130  0.00013  80.10 0.00098  0.00010
  81.92 0.00033  0.00003  83.72 0.00092  0.00009  85.52 0.00057  0.00006
  87.31 0.00155  0.00015  89.10 0.00079  0.00008  91.79 0.00097  0.00010
  96.28 0.00179  0.00018 101.72 0.00079  0.00008 107.27 0.00094  0.00009
 112.99 0.00202  0.00020 118.97 0.00217  0.00021 125.32 0.00471  0.00046
 132.21 0.00657  0.00065 139.96 0.00489  0.00048   0.00 0.00000  0.00000
 4575.000  34  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  34.09 0.08053  0.00795  37.17 0.14182  0.01400  40.04 0.12285  0.01212
  42.75 0.10506  0.01037  45.32 0.07756  0.00766  47.79 0.10637  0.01050
  50.16 0.07238  0.00714  52.46 0.06529  0.00644  54.68 0.02969  0.00293
  56.85 0.02287  0.00226  58.96 0.01826  0.00180  61.03 0.01135  0.00112
  63.06 0.00779  0.00077  65.05 0.00531  0.00052  67.01 0.00139  0.00014
  68.94 0.00105  0.00010  72.73 0.00066  0.00007  74.60 0.00111  0.00011
  76.44 0.00130  0.00013  78.28 0.00038  0.00004  80.10 0.00035  0.00004
  81.92 0.00075  0.00007  83.72 0.00108  0.00011  85.52 0.00052  0.00005
  87.31 0.00161  0.00016  89.10 0.00102  0.00010  91.79 0.00224  0.00022
  96.28 0.00058  0.00006 101.72 0.00053  0.00005 107.27 0.00100  0.00010
 112.99 0.00212  0.00021 118.97 0.00293  0.00029 125.32 0.00354  0.00035
 132.21 0.00967  0.00096   0.00 0.00000  0.00000   0.00 0.00000  0.00000
 4625.000  36  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.12942  0.01285  34.09 0.14481  0.01437  37.17 0.14791  0.01468
  40.04 0.11934  0.01184  42.75 0.08930  0.00886  45.32 0.08963  0.00890
  47.79 0.11660  0.01157  50.16 0.07585  0.00753  52.46 0.05395  0.00536
  54.68 0.03122  0.00310  56.85 0.01824  0.00181  58.96 0.02194  0.00218
  61.03 0.01281  0.00127  63.06 0.00535  0.00053  65.05 0.00359  0.00036
  67.01 0.00307  0.00031  68.94 0.00048  0.00005  72.73 0.00093  0.00009
  74.60 0.00039  0.00004  76.44 0.00136  0.00014  78.28 0.00240  0.00024
  80.10 0.00067  0.00007  81.92 0.00025  0.00003  83.72 0.00073  0.00007
  85.52 0.00104  0.00010  87.31 0.00123  0.00012  89.10 0.00094  0.00009
  91.79 0.00172  0.00017  96.26 0.00074  0.00007 101.72 0.00101  0.00010
 107.27 0.00133  0.00013 112.99 0.00192  0.00019 118.97 0.00086  0.00009
 125.32 0.00526  0.00052 132.21 0.00340  0.00034 139.96 0.00785  0.00078
 4675.000  32  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  37.17 0.12510  0.01249  40.04 0.10095  0.01008  42.75 0.14146  0.01412
  45.32 0.08289  0.00827  47.79 0.10400  0.01038  50.16 0.08051  0.00804
  52.46 0.04362  0.00435  54.68 0.02707  0.00270  56.85 0.01605  0.00160
  58.96 0.01504  0.00150  61.03 0.01112  0.00111  63.06 0.00548  0.00055
  65.05 0.00191  0.00019  67.01 0.00039  0.00004  72.73 0.00103  0.00010
  76.44 0.00081  0.00008  78.28 0.00043  0.00004  80.10 0.00083  0.00008
  81.92 0.00172  0.00017  83.72 0.00091  0.00009  85.52 0.00037  0.00004
  87.31 0.00112  0.00011  89.10 0.00054  0.00005  91.79 0.00040  0.00004
  96.28 0.00073  0.00007 101.72 0.00104  0.00010 107.27 0.00140  0.00014
 112.99 0.00185  0.00018 118.97 0.00142  0.00014 125.32 0.00171  0.00017
 132.21 0.00548  0.00055 139.96 0.00265  0.00027   0.00 0.00000  0.00000
 4725.000  33  0.020   1.00   0.00   1.00 PI0  DSG  KU(14)P  JLAB PRL
 KUNKEL, PC 06-19-14, G12
  30.75 0.17598  0.01766  37.17 0.13577  0.01363  40.04 0.11459  0.01150
  42.75 0.12491  0.01254  45.32 0.08942  0.00898  47.79 0.08979  0.00901
  50.16 0.06606  0.00663  52.46 0.03470  0.00348  54.68 0.02280  0.00229
  56.85 0.01809  0.00182  58.96 0.01554  0.00156  61.03 0.00869  0.00087
  63.06 0.00648  0.00065  65.05 0.00348  0.00035  67.01 0.00072  0.00007
  68.94 0.00118  0.00012  70.85 0.00103  0.00010  72.73 0.00032  0.00003
